Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
WG33213,California,2808.078361,No,Basic,Bachelor,1/23/11,Employed,F,55005,Suburban,Divorced,70,31,39,1,1,Personal Auto,Personal L2,Offer4,Call Center,336.0,Four-Door Car,Medsize
DN30013,Oregon,5568.889245,No,Basic,College,1/16/11,Employed,F,53295,Urban,Married,70,12,97,0,8,Personal Auto,Personal L3,Offer3,Branch,250.423844,Four-Door Car,Small
HK50871,California,2312.328541,No,Basic,High School or Below,1/31/11,Medical Leave,M,16143,Rural,Married,62,3,73,1,1,Personal Auto,Personal L3,Offer4,Web,32.114117,Four-Door Car,Large
FX26050,Oregon,22712.02364,No,Basic,Doctor,1/16/11,Disabled,M,14119,Rural,Married,67,4,53,0,2,Special Auto,Special L1,Offer4,Agent,68.019973,Two-Door Car,Medsize
BC52397,Arizona,2843.557702,No,Basic,College,1/30/11,Employed,M,67952,Rural,Married,71,16,0,0,1,Personal Auto,Personal L3,Offer4,Branch,167.405624,Two-Door Car,Medsize
VW84170,Washington,2819.114769,No,Basic,High School or Below,7/2/2011,Employed,F,88067,Suburban,Married,70,19,59,0,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Four-Door Car,Small
PN18863,California,5109.50079,No,Basic,College,11/1/2011,Employed,M,21277,Suburban,Divorced,66,1,42,0,9,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize
IX35050,Arizona,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Special Auto,Special L3,Offer3,Agent,86.461582,Four-Door Car,Medsize
WJ88394,Nevada,8653.302322,No,Basic,College,1/29/11,Medical Leave,F,20588,Suburban,Married,113,6,86,0,7,Personal Auto,Personal L3,Offer1,Branch,586.390393,SUV,Medsize
WJ47053,Oregon,6418.849149,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Single,63,30,34,0,2,Personal Auto,Personal L3,Offer1,Call Center,556.85728,Two-Door Car,Medsize
VI66513,California,9688.334578,No,Extended,High School or Below,3/1/2011,Employed,M,20009,Suburban,Single,87,31,86,1,2,Corporate Auto,Corporate L3,Offer2,Branch,987.122788,Four-Door Car,Small
ZK67670,California,31758.35391,No,Extended,Master,1/28/11,Employed,F,44207,Urban,Married,99,23,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,407.638917,Four-Door Car,Medsize
KB25170,Washington,2560.082499,No,Basic,Doctor,3/1/2011,Employed,F,88059,Rural,Married,63,15,98,0,1,Personal Auto,Personal L1,Offer4,Call Center,144.551024,Four-Door Car,Small
ED90879,Nevada,7325.917302,No,Premium,Bachelor,1/18/11,Employed,M,20757,Rural,Single,102,6,74,3,9,Corporate Auto,Corporate L3,Offer1,Agent,216.4268,Four-Door Car,Medsize
HS67749,California,6847.1189,No,Extended,College,11/1/2011,Employed,M,71038,Rural,Married,86,15,56,0,3,Corporate Auto,Corporate L1,Offer4,Agent,205.444066,Four-Door Car,Medsize
FM31768,Arizona,5979.724161,Yes,Extended,High School or Below,7/2/2011,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L1,Offer2,Agent,547.2,Four-Door Car,Medsize
XW18691,Washington,7751.927614,No,Premium,Doctor,1/18/11,Employed,M,67787,Rural,Married,194,9,73,0,1,Personal Auto,Personal L3,Offer4,Web,469.257835,SUV,Medsize
IT92328,Nevada,9350.872287,No,Premium,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,275,3,64,1,1,Corporate Auto,Corporate L3,Offer1,Agent,1980.0,Luxury SUV,Medsize
MH85165,California,6767.806751,No,Extended,High School or Below,1/31/11,Employed,M,39650,Suburban,Married,86,18,8,0,6,Personal Auto,Personal L1,Offer2,Branch,922.335972,Four-Door Car,Medsize
JS38272,Arizona,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L2,Offer2,Agent,725.870693,SUV,Medsize
ZY57929,Arizona,8169.746083,No,Basic,College,1/26/11,Employed,F,32799,Suburban,Divorced,104,7,27,0,3,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Medsize
SY46862,Arizona,5657.685223,No,Extended,High School or Below,2/20/11,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Offer1,Agent,336.612234,Sports Car,Medsize
NV69875,Oregon,2956.358303,No,Basic,High School or Below,1/22/11,Employed,M,40901,Rural,Married,74,2,36,0,1,Corporate Auto,Corporate L2,Offer4,Branch,13.628274,Four-Door Car,Medsize
EO74797,Arizona,7840.646748,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Large
NI99807,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.300581,SUV,Small
OM37610,Nevada,13024.22378,No,Premium,High School or Below,1/20/11,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize
PM78410,Oregon,4121.252137,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,67,7,8,3,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Two-Door Car,Medsize
AG62140,California,5386.325174,No,Basic,College,5/1/2011,Employed,F,33716,Suburban,Married,68,18,67,1,3,Personal Auto,Personal L2,Offer1,Agent,349.431986,Four-Door Car,Small
YH60476,Oregon,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,787.993313,Four-Door Car,Medsize
MX28412,Oregon,2575.3237,No,Basic,College,1/13/11,Medical Leave,F,28700,Suburban,Married,68,2,65,3,1,Personal Auto,Personal L2,Offer4,Web,326.4,Four-Door Car,Medsize
WQ54314,Oregon,5737.233278,No,Basic,Bachelor,1/19/11,Employed,F,56455,Suburban,Married,73,17,5,2,8,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Small
OM70085,Oregon,8586.528213,No,Extended,Bachelor,7/2/2011,Unemployed,F,0,Suburban,Single,83,29,13,0,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize
CS29328,Nevada,4875.31604,No,Basic,Bachelor,4/2/2011,Disabled,M,10743,Suburban,Married,70,12,64,2,8,Personal Auto,Personal L1,Offer3,Branch,336.0,Two-Door Car,Medsize
DJ51510,Arizona,9322.08512,No,Premium,High School or Below,10/2/2011,Employed,F,70435,Rural,Married,116,0,50,0,4,Personal Auto,Personal L3,Offer3,Agent,67.881546,Four-Door Car,Medsize
FP11025,California,8072.245595,No,Basic,Bachelor,10/1/2011,Employed,F,57938,Urban,Married,101,6,36,0,3,Special Auto,Special L3,Offer3,Branch,282.458203,SUV,Large
NL17031,Washington,2972.459706,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Single,84,31,28,0,1,Personal Auto,Personal L3,Offer2,Agent,604.8,Two-Door Car,Medsize
YJ16399,California,11228.28966,No,Basic,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,64,1,63,0,2,Corporate Auto,Corporate L3,Offer3,Branch,772.83851,Four-Door Car,Medsize
CK31454,Arizona,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10,56,1,3,Special Auto,Special L1,Offer2,Agent,288.572108,Four-Door Car,Medsize
AI49712,Washington,2593.897887,No,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Personal Auto,Personal L1,Offer3,Call Center,345.6,Four-Door Car,Large
FY32647,California,12515.18061,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Single,63,35,15,0,2,Special Auto,Special L3,Offer4,Branch,577.57549,Two-Door Car,Medsize
PX99904,California,4949.389491,No,Extended,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Single,134,15,3,0,1,Corporate Auto,Corporate L1,Offer2,Branch,964.8,Sports Car,Small
VG68427,Arizona,5608.155723,No,Basic,High School or Below,2/17/11,Employed,M,81914,Urban,Married,70,6,33,0,6,Corporate Auto,Corporate L2,Offer4,Branch,198.75466,Four-Door Car,Medsize
FM10372,California,3816.408655,No,Extended,College,6/2/2011,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal Auto,Personal L3,Offer4,Branch,30.423443,Four-Door Car,Large
RN20799,Arizona,4755.194923,No,Basic,High School or Below,1/27/11,Retired,F,21926,Suburban,Married,63,13,0,0,7,Personal Auto,Personal L2,Offer2,Agent,302.4,Four-Door Car,Small
KG83280,California,3096.511217,Yes,Extended,College,12/2/2011,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Personal Auto,Personal L1,Offer1,Branch,379.2,Four-Door Car,Medsize
HD95276,Washington,4737.871725,No,Extended,College,3/2/2011,Unemployed,F,0,Rural,Married,130,0,93,0,1,Personal Auto,Personal L3,Offer3,Branch,23.820158,SUV,Medsize
OJ65117,Oregon,5365.54161,No,Basic,Bachelor,4/2/2011,Employed,F,77095,Suburban,Divorced,68,22,59,1,4,Personal Auto,Personal L2,Offer3,Agent,461.841879,Four-Door Car,Small
UM69933,Nevada,2489.337928,No,Basic,College,2/15/11,Employed,M,46051,Suburban,Married,63,16,34,0,1,Personal Auto,Personal L1,Offer3,Branch,302.4,Two-Door Car,Large
ES88339,California,3337.980868,No,Extended,Master,1/15/11,Employed,M,60607,Urban,Married,83,2,82,0,1,Corporate Auto,Corporate L1,Offer2,Web,379.583119,Four-Door Car,Medsize
JD19036,Arizona,16261.16768,No,Extended,Master,2/18/11,Employed,F,41671,Urban,Single,136,15,30,0,2,Personal Auto,Personal L1,Offer1,Agent,570.388228,SUV,Medsize
HD32695,Arizona,4447.423455,No,Premium,Bachelor,2/14/11,Disabled,F,13128,Suburban,Married,118,11,21,0,1,Personal Auto,Personal L1,Offer4,Call Center,771.878514,Four-Door Car,Medsize
WP34496,Washington,24552.8746,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Married,118,18,66,1,2,Personal Auto,Personal L3,Offer1,Branch,966.541071,SUV,Large
RT63209,California,5994.255419,No,Basic,Master,11/2/2011,Employed,F,74284,Urban,Married,74,27,5,0,3,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,Medsize
BC97773,Nevada,2864.544017,No,Basic,Master,2/17/11,Employed,F,91368,Suburban,Divorced,71,13,95,0,1,Personal Auto,Personal L1,Offer1,Agent,395.328407,Four-Door Car,Large
UX71137,Washington,8875.965501,No,Premium,Doctor,5/2/2011,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize
ZB54635,California,2524.646973,No,Basic,Bachelor,8/1/2011,Unemployed,F,0,Suburban,Married,68,11,81,3,1,Personal Auto,Personal L1,Offer1,Agent,386.977271,Two-Door Car,Small
CW57351,Nevada,10662.63422,No,Extended,College,1/24/11,Employed,F,62409,Urban,Divorced,89,16,50,0,2,Personal Auto,Personal L2,Offer2,Agent,392.686432,Four-Door Car,Small
FP45327,Washington,9095.049868,Yes,Basic,College,11/1/2011,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize
PC30692,Oregon,7521.282545,No,Basic,Bachelor,2/13/11,Unemployed,M,0,Suburban,Single,115,33,0,0,3,Personal Auto,Personal L3,Offer1,Branch,987.293841,SUV,Medsize
LD75023,Oregon,26346.08582,No,Extended,High School or Below,1/20/11,Employed,M,48268,Suburban,Divorced,223,28,26,0,2,Personal Auto,Personal L2,Offer1,Web,1605.6,Luxury SUV,Medsize
OQ27893,Oregon,2903.242245,No,Basic,High School or Below,10/1/2011,Employed,M,20510,Suburban,Married,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medsize
KL43280,California,9264.32766,No,Premium,College,3/2/2011,Employed,M,69063,Suburban,Married,115,12,65,0,3,Personal Auto,Personal L1,Offer1,Branch,552.0,Two-Door Car,Small
JW30054,Oregon,8283.066678,No,Premium,High School or Below,2/22/11,Employed,M,71034,Suburban,Married,103,26,15,0,3,Corporate Auto,Corporate L1,Offer1,Branch,494.4,Four-Door Car,Medsize
AU96286,Oregon,3167.658442,No,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,92,20,50,0,1,Corporate Auto,Corporate L1,Offer4,Web,662.4,Four-Door Car,Medsize
PU71194,Oregon,35203.57475,No,Premium,Bachelor,2/26/11,Employed,F,56343,Suburban,Divorced,295,11,69,0,2,Personal Auto,Personal L3,Offer1,Branch,1612.962321,Luxury Car,Medsize
HM20848,California,4594.292826,No,Basic,High School or Below,6/2/2011,Employed,F,39053,Suburban,Married,114,5,66,0,1,Personal Auto,Personal L1,Offer3,Agent,547.2,Sports Car,Medsize
LG87047,California,18591.54967,No,Basic,High School or Below,1/17/11,Disabled,M,14209,Suburban,Married,62,34,36,0,2,Personal Auto,Personal L3,Offer3,Web,297.6,Four-Door Car,Medsize
OV64984,Arizona,4881.394894,No,Basic,Bachelor,9/2/2011,Employed,M,90892,Rural,Married,61,1,31,0,6,Personal Auto,Personal L2,Offer2,Branch,102.322529,Two-Door Car,Medsize
CO71312,Arizona,11469.62991,No,Premium,High School or Below,6/1/2011,Disabled,F,10384,Suburban,Married,151,5,72,0,5,Personal Auto,Personal L2,Offer1,Agent,914.434097,SUV,Medsize
HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize
YB57848,Oregon,9928.986032,No,Extended,Doctor,2/1/2011,Employed,F,75716,Rural,Single,247,2,32,0,1,Personal Auto,Personal L3,Offer1,Branch,562.088587,Luxury Car,Medsize
CE71123,California,12751.27591,No,Basic,Bachelor,2/20/11,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small
TC69546,Arizona,14376.55039,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,179,11,43,0,3,Personal Auto,Personal L3,Offer4,Branch,253.511935,SUV,Medsize
GP37412,Arizona,8719.896238,No,Basic,College,2/26/11,Employed,F,59763,Suburban,Married,73,4,31,0,2,Personal Auto,Personal L3,Offer4,Agent,350.4,Two-Door Car,Small
KU84464,Nevada,9422.567923,No,Extended,Bachelor,1/17/11,Employed,F,47272,Rural,Married,79,17,17,3,2,Personal Auto,Personal L3,Offer1,Call Center,64.546877,Four-Door Car,Medsize
HO79663,Arizona,4139.533158,No,Basic,Doctor,8/2/2011,Employed,F,45281,Rural,Married,104,13,84,1,1,Personal Auto,Personal L2,Offer1,Branch,65.03063,Sports Car,Medsize
NA43540,Washington,8263.482214,No,Extended,High School or Below,11/2/2011,Unemployed,M,0,Rural,Married,79,11,45,1,2,Corporate Auto,Corporate L3,Offer1,Agent,46.464625,Two-Door Car,Large
DX91931,Washington,10242.4096,No,Premium,College,12/2/2011,Unemployed,M,0,Suburban,Single,150,32,20,0,8,Personal Auto,Personal L1,Offer1,Branch,1080.0,SUV,Small
OX28638,Arizona,6806.491395,No,Extended,High School or Below,1/21/11,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal Auto,Personal L3,Offer2,Branch,465.633954,Two-Door Car,Medsize
EN21086,Arizona,6889.097981,No,Basic,High School or Below,9/1/2011,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small
SK47162,Oregon,3567.503755,Yes,Basic,Bachelor,7/1/2011,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize
RN82884,Arizona,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
ZA30025,Arizona,4055.399126,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Suburban,Single,121,2,18,0,1,Personal Auto,Personal L1,Offer1,Call Center,1215.970113,SUV,Medsize
ZZ89380,Oregon,3196.578455,No,Extended,Bachelor,10/1/2011,Employed,F,62815,Rural,Married,80,14,84,0,1,Special Auto,Special L1,Offer2,Call Center,47.061469,Two-Door Car,Large
KH95802,Arizona,2605.599527,No,Basic,College,2/14/11,Employed,M,20592,Urban,Single,71,15,81,1,1,Personal Auto,Personal L3,Offer4,Branch,195.153339,Two-Door Car,Medsize
BZ33435,Arizona,5638.262608,No,Basic,Bachelor,2/26/11,Employed,F,56017,Rural,Married,71,1,98,0,6,Corporate Auto,Corporate L3,Offer1,Branch,51.995897,Four-Door Car,Small
BA97018,Arizona,6608.165971,No,Extended,High School or Below,3/1/2011,Medical Leave,M,21616,Suburban,Single,93,4,41,0,7,Personal Auto,Personal L1,Offer2,Web,944.854655,Two-Door Car,Medsize
GL56175,Arizona,3589.710715,No,Extended,College,5/1/2011,Employed,M,79298,Urban,Married,90,22,2,0,1,Personal Auto,Personal L1,Offer2,Call Center,244.362072,Four-Door Car,Medsize
VK94354,Oregon,9259.715798,No,Extended,Master,8/1/2011,Unemployed,M,0,Rural,Married,127,11,86,0,3,Special Auto,Special L2,Offer1,Call Center,22.483259,SUV,Small
WU14435,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small
GK21260,Oregon,10232.85415,No,Extended,Doctor,2/17/11,Medical Leave,F,22821,Suburban,Married,131,26,99,0,3,Personal Auto,Personal L2,Offer4,Call Center,740.05751,SUV,Medsize
XC49176,California,3193.817363,No,Extended,Bachelor,10/2/2011,Employed,F,93405,Urban,Married,79,0,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,202.514015,Four-Door Car,Medsize
VH77056,Arizona,2448.765205,No,Basic,Bachelor,2/14/11,Employed,F,40658,Rural,Married,61,24,79,1,1,Personal Auto,Personal L2,Offer3,Call Center,38.379869,Four-Door Car,Medsize
BA87048,Washington,4566.123651,No,Basic,Bachelor,8/2/2011,Unemployed,M,0,Suburban,Single,68,19,53,0,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
FQ24929,Oregon,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
WA15684,Oregon,38445.85587,No,Extended,College,1/29/11,Employed,M,27398,Suburban,Married,125,4,71,1,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize
HU72679,Oregon,9635.58373,No,Basic,Doctor,2/27/11,Employed,M,90334,Urban,Divorced,119,4,46,0,9,Corporate Auto,Corporate L3,Offer3,Branch,423.785148,SUV,Medsize
PB11270,Oregon,7107.655397,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,61,2,15,0,2,Personal Auto,Personal L2,Offer1,Agent,541.561209,Four-Door Car,Medsize
TG29325,Nevada,2658.217729,No,Basic,College,12/1/2011,Employed,F,22724,Rural,Single,69,21,39,0,1,Personal Auto,Personal L1,Offer3,Agent,9.424668,Four-Door Car,Medsize
JA60749,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large
OV40993,Nevada,8693.631249,No,Basic,College,2/27/11,Disabled,F,17453,Suburban,Married,118,12,70,1,9,Personal Auto,Personal L2,Offer1,Branch,566.4,SUV,Small
KJ72146,Oregon,7126.471703,No,Basic,Bachelor,1/20/11,Employed,M,30895,Suburban,Divorced,62,10,35,0,2,Personal Auto,Personal L2,Offer4,Web,297.6,Four-Door Car,Small
GW33762,Oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large
SP85148,California,9429.629367,No,Basic,Master,1/31/11,Employed,F,43811,Suburban,Married,117,24,10,0,4,Personal Auto,Personal L3,Offer1,Web,571.136574,Sports Car,Small
QT39597,Arizona,2926.829158,No,Basic,High School or Below,4/2/2011,Employed,M,26242,Urban,Married,74,5,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.060173,Four-Door Car,Medsize
ME37051,California,7340.496505,No,Basic,Bachelor,2/20/11,Employed,M,50165,Rural,Divorced,62,15,63,0,2,Personal Auto,Personal L3,Offer1,Agent,129.999138,Two-Door Car,Medsize
RB79317,Arizona,3059.056323,No,Extended,Bachelor,1/30/11,Unemployed,F,0,Rural,Married,83,29,52,0,1,Personal Auto,Personal L2,Offer3,Agent,197.498882,Two-Door Car,Medsize
FV63234,California,4957.1612,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Divorced,67,3,69,0,7,Personal Auto,Personal L2,Offer2,Branch,321.6,Four-Door Car,Medsize
PY17715,California,3427.154407,No,Extended,Master,2/27/11,Employed,F,58840,Rural,Single,86,25,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,73.27252,Two-Door Car,Medsize
EG40823,Oregon,4303.471379,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Married,116,6,63,0,1,Personal Auto,Personal L2,Offer1,Agent,765.566699,SUV,Medsize
GT62080,Washington,7433.820995,No,Basic,High School or Below,1/29/11,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,227.872071,Four-Door Car,Medsize
DA28072,Arizona,7380.086414,No,Extended,Master,12/1/2011,Employed,F,21841,Suburban,Married,91,33,47,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,Medsize
KY39767,Oregon,4661.984144,No,Basic,College,4/2/2011,Unemployed,F,0,Suburban,Single,68,0,48,1,5,Personal Auto,Personal L2,Offer1,Call Center,489.6,Four-Door Car,Medsize
YU86361,Washington,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
JQ93340,Nevada,5459.216794,No,Basic,High School or Below,2/22/11,Employed,M,83208,Urban,Married,68,10,93,0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small
RW51650,Oregon,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize
RS59102,California,12885.78676,No,Basic,College,12/2/2011,Employed,M,37050,Suburban,Married,110,4,75,1,2,Personal Auto,Personal L3,Offer1,Agent,528.0,Sports Car,Medsize
MF65419,Oregon,3979.586552,No,Basic,Bachelor,2/2/2011,Unemployed,M,0,Suburban,Single,116,32,57,0,1,Personal Auto,Personal L3,Offer1,Branch,835.2,Sports Car,Medsize
MK32733,California,9117.441695,No,Extended,Bachelor,1/18/11,Unemployed,M,0,Urban,Married,126,29,61,0,3,Corporate Auto,Corporate L3,Offer1,Branch,421.906803,SUV,Medsize
